"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Income in the past 12 months below poverty level","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Estimate!!Total!!Income in the past 12 months at or above poverty level","Margin of Error!!Total!!Income in the past 12 months at or above poverty level","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages"
"0500000US48005","Angelina County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48021","Bastrop County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48027","Bell County, Texas","290553","1752","43083","6150","34783","5399","7011","2836","158","133","678","695","453","561","247470","6319","207431","6194","29641","4763","4840","1345","5025","1376","533","439"
"0500000US48029","Bexar County, Texas","1653678","3277","276459","14726","135354","9679","132311","9769","3742","1335","3081","1494","1971","1074","1377219","14508","841180","12833","483768","13165","22900","3425","24771","3110","4600","2122"
"0500000US48037","Bowie County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48039","Brazoria County, Texas","296193","1766","34223","6265","21573","4114","12082","4259","56","82","512","530","0","213","261970","6218","195925","5875","47841","6519","2679","1328","13537","2080","1988","1642"
"0500000US48041","Brazos County, Texas","176401","1882","51905","5333","39083","4780","8755","2148","1498","769","2256","887","313","349","124496","5544","93059","5312","23255","2677","3548","1128","4313","1186","321","477"
"0500000US48061","Cameron County, Texas","376565","2523","115741","8002","22007","4523","93602","8353","107","124","25","49","0","213","260824","8237","73944","5776","181592","8966","3061","1772","783","834","1444","927"
"0500000US48085","Collin County, Texas","794595","1047","63043","6906","39864","5255","14776","4898","3444","1824","3581","1204","1378","708","731552","7134","563480","8986","66679","5307","40973","4346","50523","3861","9897","3612"
"0500000US48091","Comal County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48099","Coryell County, Texas","56845","2113","6386","1910","5327","1542","920","777","91","127","48","87","0","213","50459","2622","43808","2659","4383","1071","1086","597","1141","477","41","67"
"0500000US48113","Dallas County, Texas","2258318","2300","420643","17008","201224","11551","198064","11369","6655","1785","9710","2764","4990","2583","1837675","16748","1120528","14599","582796","12395","46315","5891","68147","5714","19889","3501"
"0500000US48121","Denton County, Texas","666260","1733","58530","6731","35919","4338","15419","3825","2056","997","3558","1439","1578","1087","607730","7192","480594","6785","78602","5007","17709","3467","27340","3696","3485","1137"
"0500000US48135","Ector County, Texas","133757","1549","17389","4005","8710","2170","8127","2994","552","455","0","213","0","213","116368","4143","64864","3760","49045","3834","813","663","1220","779","426","403"
"0500000US48139","Ellis County, Texas","144834","894","19812","4122","12988","3312","6726","2638","98","156","0","213","0","213","125022","4122","107342","3719","15011","2902","1814","931","250","462","605","511"
"0500000US48141","El Paso County, Texas","745181","2275","163941","11393","29109","5113","132854","11002","771","538","888","583","319","217","581240","11816","175409","6836","393016","10434","4768","1512","5685","1256","2362","1562"
"0500000US48157","Fort Bend County, Texas","601705","1269","50491","8431","26114","5497","18737","5285","1564","1602","2956","1771","1120","829","551214","8484","353777","9125","88914","6988","40195","7451","58639","5376","9689","3276"
"0500000US48167","Galveston County, Texas","281619","1250","38766","5260","23338","3819","14389","3747","678","675","337","576","24","22","242853","5331","200459","4939","30721","3516","7442","2497","4012","1436","219","268"
"0500000US48181","Grayson County, Texas","112588","817","18678","2975","15388","2644","2258","1138","102","87","930","389","0","213","93910","2926","85693","3145","7227","1564","405","295","585","332","0","213"
"0500000US48183","Gregg County, Texas","109867","814","16130","3446","12148","2652","3982","1802","0","213","0","213","0","213","93737","3558","79928","3206","12565","1972","338","446","885","531","21","35"
"0500000US48187","Guadalupe County, Texas","132395","702","13316","2952","9610","2576","3313","1279","130","167","263","239","0","213","119079","3101","91457","3637","24870","2320","842","408","1770","786","140","182"
"0500000US48201","Harris County, Texas","3956121","4044","696687","25273","312639","14766","333496","20444","17485","4095","25476","5362","7591","2662","3259434","24938","1953625","22092","1018904","20868","102666","9390","150557","8434","33682","6191"
"0500000US48203","Harrison County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48209","Hays County, Texas","158579","1681","24616","4998","16618","3790","7307","2946","256","376","124","181","311","403","133963","5206","108969","5160","23537","3724","799","529","658","428","0","213"
"0500000US48213","Henderson County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48215","Hidalgo County, Texas","726960","2414","237206","14455","17062","3544","219555","14171","71","119","414","422","104","172","489754","14556","93274","6807","388952","13617","1840","823","5688","1375","0","213"
"0500000US48231","Hunt County, Texas","79346","1087","13516","2646","10789","2126","2190","1793","134","194","403","350","0","213","65830","2676","57706","2651","6802","1795","1000","953","322","336","0","213"
"0500000US48245","Jefferson County, Texas","221178","1962","48566","5532","34617","4499","11915","2780","314","289","1720","1024","0","213","172612","5400","137341","5170","26022","4028","3681","1354","4905","1419","663","446"
"0500000US48251","Johnson County, Texas","141151","1609","17638","4223","13526","3430","4001","1982","111","109","0","213","0","213","123513","3919","105130","3536","17222","3118","884","622","277","345","0","213"
