"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Income in the past 12 months below poverty level","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Estimate!!Total!!Income in the past 12 months at or above poverty level","Margin of Error!!Total!!Income in the past 12 months at or above poverty level","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages"
"0500000US48005","Angelina County, Texas","79362","1159","13008","2805","9725","2285","3222","1737","61","85","0","214","0","214","66354","2965","55629","2706","9649","2131","265","342","811","280","0","214"
"0500000US48021","Bastrop County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48027","Bell County, Texas","295218","1257","46746","6112","35596","5270","9716","3109","219","258","1189","1076","26","49","248472","6294","198245","6091","35004","3785","6993","2076","6140","1684","2090","1869"
"0500000US48029","Bexar County, Texas","1732583","2359","256834","14047","133607","10141","116333","8797","2273","946","3131","1410","1490","1087","1475749","14475","894948","15264","520378","14524","22455","3543","29830","3438","8138","3115"
"0500000US48037","Bowie County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48039","Brazoria County, Texas","309201","2094","32401","5261","17806","3128","13622","3941","548","697","385","486","40","74","276800","5433","208678","6852","49412","5855","1727","654","13552","2910","3431","2491"
"0500000US48041","Brazos County, Texas","186445","2351","46720","3984","34028","3270","8056","2718","1578","1023","2260","904","798","540","139725","4227","109105","4368","21648","2844","3821","1390","4858","1156","293","258"
"0500000US48061","Cameron County, Texas","381386","1488","117817","9453","20288","3293","96748","8988","72","89","0","214","709","946","263569","9344","73444","5838","186437","7966","851","656","2013","980","824","921"
"0500000US48085","Collin County, Texas","851739","1349","55226","7942","27825","4312","17531","5343","5320","2146","3774","1082","776","841","796513","7752","598166","9418","79570","5889","51886","5513","55834","5184","11057","3011"
