"GEO_ID","NAME","C16009_001E","C16009_001M","C16009_002E","C16009_002M","C16009_003E","C16009_003M","C16009_004E","C16009_004M","C16009_005E","C16009_005M","C16009_006E","C16009_006M","C16009_007E","C16009_007M","C16009_008E","C16009_008M","C16009_009E","C16009_009M","C16009_010E","C16009_010M","C16009_011E","C16009_011M","C16009_012E","C16009_012M","C16009_013E","C16009_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Income in the past 12 months below poverty level","Margin of Error!!Total!!Income in the past 12 months below poverty level","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Speak other languages","Estimate!!Total!!Income in the past 12 months at or above poverty level","Margin of Error!!Total!!Income in the past 12 months at or above poverty level","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak only English","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Spanish","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other Indo-European languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak Asian and Pacific Island languages","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Speak other languages"
"0500000US48005","Angelina County, Texas","79745","1057","15559","3622","12352","2883","3207","1954","0","220","0","220","0","220","64186","3804","53649","3468","9470","2294","266","291","596","146","205","238"
"0500000US48021","Bastrop County, Texas","75439","1155","9918","3018","6686","2337","3173","1680","59","103","0","220","0","220","65521","3058","46237","3141","17617","2822","500","403","1167","1346","0","220"
"0500000US48027","Bell County, Texas","301941","1790","35531","4729","29560","4552","4875","2104","300","397","626","392","170","174","266410","5309","218410","6637","35749","3478","4565","1237","6394","1698","1292","887"
"0500000US48029","Bexar County, Texas","1757070","2620","274120","15556","136030","9571","123855","11177","4681","2097","5998","2649","3556","2278","1482950","15580","911926","15338","515825","14422","18879","4071","29134","3137","7186","2619"
"0500000US48037","Bowie County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48039","Brazoria County, Texas","317586","2444","30472","5187","22630","4797","6328","2131","266","317","1248","1524","0","220","287114","5372","213367","7147","54716","5726","4739","3124","13098","2383","1194","900"
"0500000US48041","Brazos County, Texas","191904","2633","48948","4131","36865","3253","7725","2689","1324","862","2302","1218","732","619","142956","4582","110884","4142","22213","3341","2856","1224","6509","1567","494","448"
"0500000US48061","Cameron County, Texas","381612","1517","105611","9376","28466","6232","77027","7260","0","220","118","144","0","220","276001","9290","92567","8862","180872","9822","1035","864","1415","768","112","186"
"0500000US48085","Collin County, Texas","876061","1056","54603","6888","31094","4674","12237","3630","4784","1496","4811","1932","1677","1293","821458","6902","603229","10360","88753","6245","47294","5770","66575","5358","15607","3232"
"0500000US48091","Comal County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48099","Coryell County, Texas","54131","1854","7139","1832","4586","1358","1804","1164","372","364","377","254","0","220","46992","2371","41697","2377","3272","941","1061","978","730","361","232","268"
"0500000US48113","Dallas County, Texas","2351969","2640","362550","18955","167853","12468","168040","15190","6839","1881","9534","2599","10284","3566","1989419","18692","1150943","17595","662490","15766","56391","5579","84343","4835","35252","5010"
"0500000US48121","Denton County, Texas","739768","3371","63724","8408","42551","5762","15906","4897","1865","1310","3200","1366","202","184","676044","8798","527874","7847","87470","6610","27208","3415","29641","3333","3851","1816"
"0500000US48135","Ector County, Texas","141175","1451","17108","3957","8647","2844","8078","2489","0","220","383","630","0","220","124067","4179","67691","4012","54391","3761","938","845","353","438","694","554"
"0500000US48139","Ellis County, Texas","155015","1154","13006","2704","9919","2492","3087","1433","0","220","0","220","0","220","142009","3093","117362","3671","23050","2919","533","423","827","341","237","303"
"0500000US48141","El Paso County, Texas","758254","1884","167231","10846","27825","4738","138410","9497","480","324","111","141","405","496","591023","10878","178696","9062","398132","10003","4943","1718","7111","1681","2141","1774"
"0500000US48157","Fort Bend County, Texas","683702","1343","56524","9489","25403","5543","21207","6476","2425","1045","5684","2870","1805","1399","627178","9590","388426","9867","104581","7279","48661","5865","66944","6121","18566","6109"
"0500000US48167","Galveston County, Texas","300690","1704","37764","4363","22963","3490","13545","3420","319","321","420","413","517","695","262926","4292","213803","5000","36903","3578","4621","2057","6934","2141","665","712"
"0500000US48181","Grayson County, Texas","117273","1063","14119","2880","12488","2638","1606","1174","25","42","0","220","0","220","103154","3051","92632","3023","8371","1855","1086","781","989","769","76","132"
"0500000US48183","Gregg County, Texas","110421","1101","18702","3240","15528","3281","2910","1357","28","51","168","208","68","113","91719","3248","75289","3575","14685","1866","1463","869","225","233","57","106"
"0500000US48187","Guadalupe County, Texas","143309","679","13785","3732","7105","2527","6584","2460","56","92","40","68","0","220","129524","3842","101151","4059","24249","3013","1587","716","2092","995","445","325"
"0500000US48201","Harris County, Texas","4192094","4449","664118","23925","268556","15658","333255","16314","23658","4981","28611","4225","10038","2826","3527976","25143","2061508","23579","1136395","18406","108984","9255","166189","8469","54900","7922"
"0500000US48203","Harrison County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48209","Hays County, Texas","183938","2329","25431","5265","17030","3769","7967","3697","434","411","0","220","0","220","158507","5363","120367","5900","34694","4090","822","564","2108","947","516","616"
"0500000US48213","Henderson County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48215","Hidalgo County, Texas","759343","2107","228822","15268","21568","4523","205317","13991","512","614","1060","883","365","429","530521","15262","96419","8400","426692","13674","1828","1149","5212","1368","370","420"
"0500000US48231","Hunt County, Texas","83344","1265","12802","2517","7668","1911","4380","1493","177","231","577","302","0","220","70542","2864","62522","2447","7303","1406","280","386","314","269","123","190"
"0500000US48245","Jefferson County, Texas","219612","2547","41839","4910","29452","4404","9198","2385","812","667","2076","953","301","498","177773","4964","145140","4881","25612","3164","2239","1174","4597","1397","185","238"
"0500000US48251","Johnson County, Texas","149706","924","15880","3669","14073","3503","1541","898","119","157","147","209","0","220","133826","3426","113410","4161","18854","2266","696","571","831","510","35","60"
"0500000US48257","Kaufman County, Texas","108298","933","13390","3218","9803","2890","3587","1743","0","220","0","220","0","220","94908","3340","78653","3163","15116","2379","127","158","421","162","591","771"
"0500000US48291","Liberty County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48303","Lubbock County, Texas","270063","1838","52278","6638","38070","4360","11804","4176","730","368","341","282","1333","855","217785","6704","171635","6081","40149","3697","3050","1120","2246","1095","705","648"
"0500000US48309","McLennan County, Texas","221249","1907","38899","4560","28845","3600","9296","2567","608","635","0","220","150","190","182350","4604","150323","4384","28419","3617","1318","693","1809","823","481","538"
"0500000US48329","Midland County, Texas","145432","1373","11262","3419","5054","1588","6151","3139","0","220","0","220","57","97","134170","3667","88349","4649","42003","3790","790","750","2894","1168","134","207"
"0500000US48339","Montgomery County, Texas","514253","1277","57294","8303","34884","6421","21212","5072","152","255","607","657","439","533","456959","8393","362455","8326","76190","6537","10200","3993","7669","2304","445","485"
"0500000US48347","Nacogdoches County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48355","Nueces County, Texas","327718","1901","43974","4840","26321","3914","17068","2805","40","69","545","559","0","220","283744","5213","177393","6680","99474","5468","1871","806","3336","1413","1670","1320"
"0500000US48361","Orange County, Texas","77799","573","10086","2642","9578","2494","455","437","53","90","0","220","0","220","67713","2699","63672","2731","2624","951","614","390","803","476","0","220"
"0500000US48367","Parker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48375","Potter County, Texas","104286","1382","22117","2955","14147","2426","6093","1842","63","96","1252","1004","562","725","82169","2801","54645","2445","20514","2364","1036","976","3747","1139","2227","1269"
"0500000US48381","Randall County, Texas","121014","1222","9775","2083","7799","1891","1465","868","0","220","210","303","301","364","111239","2522","95696","3039","12786","1980","479","328","1638","588","640","538"
"0500000US48397","Rockwall County, Texas","88368","751","3412","1488","2294","1454","803","628","218","195","97","183","0","220","84956","1779","70813","2748","10367","1826","1601","1004","1381","767","794","599"
"0500000US48409","San Patricio County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48423","Smith County, Texas","205039","1427","31518","5259","24517","4457","6869","2593","0","220","132","198","0","220","173521","5257","147856","4767","23225","3213","712","449","1673","857","55","93"
"0500000US48439","Tarrant County, Texas","1847274","3185","244133","15154","133905","10534","90436","9366","5982","2336","6450","2016","7360","3014","1603141","15960","1160994","16353","312639","12088","42226","6338","60066","5478","27216","6311"
"0500000US48441","Taylor County, Texas","120499","1518","21502","3898","16944","3345","3469","1580","36","64","524","594","529","841","98997","4076","82384","3505","12978","2634","969","707","2185","707","481","728"
"0500000US48451","Tom Green County, Texas","104247","2094","12319","2584","9081","2344","3192","1001","46","82","0","220","0","220","91928","3066","65399","3549","25076","3157","177","238","733","242","543","669"
"0500000US48453","Travis County, Texas","1096100","7074","128964","9414","72097","5442","44267","6986","4174","1260","6758","2158","1668","1113","967136","9125","687314","11601","209940","9460","27826","4050","36346","4549","5710","1924"
"0500000US48469","Victoria County, Texas","84215","951","11476","2686","5209","1560","6267","2180","0","220","0","220","0","220","72739","2578","54948","2811","15897","2826","443","344","1263","213","188","319"
"0500000US48471","Walker County, Texas","49960","4577","10671","2818","7795","1949","1887","1520","0","220","395","338","594","888","39289","3832","36492","3740","2048","1191","294","296","131","167","324","636"
"0500000US48479","Webb County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48485","Wichita County, Texas","106952","3078","16905","3568","13790","3234","2202","1222","184","229","411","283","318","305","90047","4021","79473","3958","7803","2128","1413","739","1222","778","136","174"
"0500000US48491","Williamson County, Texas","487463","2547","27335","4684","18894","3090","6397","2939","598","565","1250","863","196","316","460128","5440","366869","7863","62142","6214","15038","2946","14219","2754","1860","1184"
